case_id,act_name
1,c
1,b
1,s
1,m
1,g
1,w
1,p
1,v
1,u
1,l
1,t
1,f
1,r
1,k
1,j
2,m
2,c
2,s
2,e
2,w
2,p
2,g
2,a
2,v
2,t
2,u
2,h
2,n
2,d
2,o
3,c
3,a
3,w
3,s
3,m
3,p
3,g
3,e
3,v
3,t
3,u
3,d
3,h
3,n
3,o
4,p
4,g
4,a
4,v
4,e
4,u
4,w
4,m
4,c
4,s
4,t
4,h
4,n
4,d
4,o
5,m
5,e
5,c
5,w
5,g
5,a
5,p
5,s
5,v
5,t
5,u
5,h
5,d
5,n
5,o
6,a
6,p
6,v
6,w
6,u
6,e
6,m
6,g
6,c
6,t
6,d
6,h
6,s
6,n
6,o
7,b
7,w
7,l
7,c
7,m
7,p
7,g
7,s
7,v
7,t
7,u
7,f
7,k
7,r
7,j
8,p
8,w
8,e
8,a
8,m
8,g
8,v
8,c
8,u
8,s
8,t
8,d
8,o
9,m
9,c
9,g
9,e
9,s
9,w
9,p
9,a
9,v
9,u
9,t
9,h
9,n
9,d
9,o
10,e
10,a
10,p
10,m
10,v
10,g
10,c
10,w
10,s
10,u
10,t
10,n
10,d
11,m
11,a
11,w
11,g
11,c
11,e
11,p
11,s
11,v
11,u
11,t
11,h
11,d
11,o
11,n
12,m
12,e
12,c
12,p
12,s
12,g
12,a
12,w
12,v
12,t
12,u
12,h
12,d
12,i
12,o
13,p
13,m
13,g
13,c
13,e
13,w
13,v
13,t
13,a
13,s
14,c
14,e
14,w
14,g
14,a
14,s
14,p
14,m
14,v
14,t
14,u
14,d
14,n
14,h
14,o
15,p
15,a
15,b
15,w
15,c
15,v
15,g
15,m
15,s
15,l
15,t
15,u
15,n
16,e
16,p
16,a
16,m
16,g
16,v
16,c
16,w
16,s
16,t
16,u
16,n
16,h
16,d
16,o
17,w
17,a
17,m
17,p
17,g
17,e
17,c
17,v
17,u
17,s
17,t
17,d
17,o
17,h
18,p
18,a
18,e
18,c
18,v
18,g
18,m
18,w
18,u
18,s
18,t
18,h
18,d
18,n
18,o
19,a
19,g
19,w
19,m
19,c
19,b
19,p
19,v
19,l
19,t
19,u
20,g
20,m
20,p
20,b
20,a
20,c
20,w
20,s
20,v
20,l
20,t
20,u
20,n
20,d
20,h
20,o
21,b
21,a
21,w
21,p
21,l
21,v
21,g
21,m
21,c
21,s
21,t
21,u
21,n
21,d
21,h
21,o
22,w
22,a
22,g
22,p
22,e
22,c
22,v
22,m
22,t
22,s
22,u
22,d
22,o
22,h
22,n
23,m
23,p
23,c
23,v
23,s
23,g
23,w
23,t
23,b
23,l
23,u
23,f
23,r
23,k
23,j
24,p
24,v
24,m
24,g
24,a
24,e
24,c
24,w
24,u
24,t
24,d
24,s
24,n
24,h
24,o
25,m
25,g
25,a
25,e
25,p
25,w
25,c
25,v
25,s
25,t
25,u
25,n
25,d
25,h
25,o
26,g
26,a
26,c
26,w
26,s
26,e
26,m
26,p
26,v
26,t
26,u
26,n
26,d
26,h
26,o
27,p
27,m
27,a
27,e
27,v
27,c
27,g
27,w
27,s
27,t
27,u
27,h
27,d
27,n
27,o
28,a
28,c
28,p
28,g
28,s
28,w
28,m
28,e
28,v
28,u
28,t
28,d
28,h
29,b
29,p
29,l
29,c
29,g
29,w
29,v
29,s
29,m
29,u
29,t
29,f
29,k
29,r
29,j
30,w
30,e
30,a
30,c
30,m
30,g
30,p
30,v
30,u
30,s
30,t
30,n
30,h
30,d
30,o
31,a
31,m
31,c
31,b
31,w
31,s
31,p
31,g
31,v
31,l
31,u
31,t
31,d
31,o
31,h
31,n
32,w
32,e
32,a
32,c
32,g
32,p
32,m
32,s
32,v
32,t
32,u
32,d
32,h
32,o
32,n
33,p
33,a
33,g
33,e
33,v
33,m
33,w
33,t
33,c
33,u
33,h
33,s
33,i
33,d
33,o
34,e
34,m
34,g
34,w
34,p
34,a
34,c
34,v
34,u
34,s
34,t
34,d
34,q
34,h
34,o
35,a
35,m
35,p
35,e
35,w
35,v
35,c
35,g
35,t
35,u
35,s
35,h
35,d
35,o
36,a
36,e
36,g
36,c
36,s
36,m
36,w
36,p
36,v
36,t
36,u
36,d
36,o
36,h
36,n
37,p
37,g
37,a
37,c
37,s
37,w
37,v
37,u
37,e
37,m
37,t
38,g
38,e
38,m
38,c
38,w
38,a
38,s
38,p
38,v
38,u
38,t
38,h
38,n
38,d
38,o
39,e
39,a
39,m
39,w
39,g
39,c
39,p
39,s
39,v
39,u
39,t
39,h
39,n
39,d
39,o
40,p
40,g
40,a
40,m
40,e
40,v
40,w
40,c
40,t
40,u
41,w
41,m
41,c
41,e
41,a
41,g
41,p
41,v
41,s
41,t
41,u
41,h
41,d
41,n
41,o
42,c
42,p
42,g
42,w
42,m
42,b
42,s
42,l
42,v
42,t
42,u
43,w
43,m
43,g
43,c
43,e
43,a
43,s
43,p
43,v
43,u
43,t
43,n
43,d
43,o
43,h
44,w
44,p
44,m
44,v
44,g
44,c
44,e
44,u
44,a
44,s
44,t
44,n
44,h
44,d
44,o
45,w
45,e
45,c
45,a
45,g
45,m
45,p
45,v
45,s
45,t
45,u
45,h
45,n
45,d
45,o
46,c
46,a
46,e
46,m
46,s
46,g
46,p
46,w
46,v
46,u
46,t
46,n
46,h
46,d
46,o
47,m
47,g
47,p
47,w
47,c
47,b
47,v
47,t
47,s
47,u
47,l
47,f
48,w
48,p
48,c
48,s
48,m
48,a
48,v
48,e
48,g
48,t
48,u
48,n
48,h
48,d
48,o
49,c
49,e
49,g
49,m
49,s
49,w
49,p
49,a
49,v
49,u
49,t
49,n
49,d
49,h
49,o
50,w
50,c
50,g
50,s
50,m
50,p
50,e
50,a
50,v
50,u
50,t
50,n
50,d
50,h
50,o
51,m
51,c
51,p
51,a
51,s
51,g
51,w
51,v
51,e
51,t
51,u
51,h
51,d
51,o
51,n
52,w
52,c
52,g
52,p
52,s
52,e
52,v
52,m
52,a
52,u
52,t
52,h
52,d
52,o
52,n
53,a
53,w
53,c
53,e
53,m
53,g
53,p
53,v
53,u
53,t
53,s
53,h
53,d
53,n
53,o
54,a
54,c
54,g
54,m
54,p
54,e
54,v
54,s
54,w
54,t
54,u
54,h
54,n
54,d
54,o
55,m
55,w
55,e
55,g
55,p
55,a
55,c
55,s
55,v
55,t
55,u
55,h
55,n
55,d
55,o
56,a
56,w
56,c
56,g
56,e
56,s
56,m
56,p
56,v
56,u
56,t
56,d
56,h
56,o
56,n
57,c
57,g
57,s
57,b
57,p
57,a
57,w
57,m
57,v
57,l
57,u
57,t
58,e
58,g
58,m
58,a
58,w
58,c
58,p
58,s
58,v
58,u
58,t
58,n
58,d
58,h
58,o
59,e
59,a
59,w
59,g
59,m
59,c
59,p
59,s
59,v
59,t
59,u
59,h
59,d
59,q
59,o
60,a
60,w
60,p
60,m
60,g
60,v
60,c
60,e
60,u
60,s
60,t
60,n
60,d
60,h
60,o
61,g
61,p
61,c
61,m
61,v
61,e
61,a
61,w
61,s
61,t
61,u
61,h
61,n
61,d
61,o
62,c
62,e
62,p
62,v
62,g
62,u
62,a
62,t
62,s
62,w
62,m
62,h
62,d
62,o
62,n
63,m
63,c
63,g
63,e
63,w
63,a
63,p
63,s
63,v
63,t
63,u
63,n
63,d
63,h
63,o
64,g
64,w
64,m
64,a
64,e
64,p
64,c
64,s
