case_id,act_name
1,n
1,f
1,j
1,l
1,e
1,r
1,s
2,n
2,f
2,l
2,j
2,e
2,p
2,n
3,n
3,l
3,j
3,f
3,h
3,i
3,h
3,b
3,s
4,n
4,f
4,l
4,j
4,b
4,n
5,n
5,f
5,l
5,j
5,e
5,r
5,n
6,n
6,j
6,l
6,f
6,e
6,p
6,b
6,s
7,n
7,f
7,j
7,l
7,h
7,h
7,n
8,n
8,j
8,l
8,f
8,h
8,c
8,n
9,n
9,j
9,l
9,f
9,e
9,p
9,s
10,n
10,j
10,l
10,f
10,e
10,p
10,n
11,n
11,j
11,f
11,l
11,p
11,b
11,s
12,n
12,l
12,j
12,f
12,h
12,s
13,n
13,l
13,f
13,j
13,c
13,h
13,b
13,s
14,n
14,f
14,j
14,l
14,e
14,p
14,b
15,n
15,f
15,j
15,l
15,c
15,b
15,s
16,n
16,j
16,l
16,f
16,h
16,c
16,b
17,n
17,f
17,l
17,j
17,c
17,h
17,n
18,n
18,f
18,j
18,l
18,h
18,i
18,h
18,n
19,n
19,l
19,f
19,j
19,e
19,r
19,n
20,n
20,f
20,l
20,j
20,e
20,r
20,n
21,n
21,f
21,j
21,l
21,e
21,r
21,n
22,n
22,j
22,f
22,l
22,b
22,s
23,n
23,j
23,l
23,f
23,e
23,p
23,s
24,n
24,l
24,f
24,j
24,e
24,r
24,b
25,n
25,j
25,f
25,l
25,b
25,p
25,n
26,n
26,j
26,f
26,l
26,h
26,h
26,n
27,n
27,l
27,f
27,j
27,e
27,p
27,n
28,n
28,j
28,l
28,f
28,h
28,h
28,s
29,n
29,l
29,j
29,f
29,p
29,s
30,n
30,j
30,l
30,f
30,e
30,r
30,n
31,n
31,l
31,j
31,f
31,h
31,b
32,n
32,l
32,j
32,f
32,h
32,i
32,c
32,n
33,n
33,f
33,j
33,l
33,h
33,s
33,b
34,n
34,f
34,j
34,l
34,p
34,b
34,s
35,n
35,f
35,l
35,j
35,h
35,c
35,n
36,n
36,j
36,f
36,l
36,h
36,i
36,c
36,b
37,n
37,l
37,j
37,f
37,e
37,p
37,n
38,n
38,f
38,l
38,j
38,e
38,p
38,b
38,s
39,n
39,f
39,j
39,l
39,p
39,n
40,n
40,j
40,l
40,f
40,h
40,b
41,n
41,j
41,f
41,l
41,b
41,n
42,n
42,j
42,f
42,l
42,e
42,r
42,s
43,n
43,l
43,f
43,j
43,h
43,h
43,n
44,n
44,f
44,l
44,j
44,b
44,p
44,s
45,n
45,f
45,l
45,j
45,h
45,c
45,n
46,n
46,f
46,l
46,j
46,h
46,h
46,n
47,n
47,f
47,j
47,l
47,e
47,r
47,n
48,n
48,j
48,l
48,f
48,h
48,c
48,n
49,n
49,f
49,j
49,l
49,h
49,h
49,b
50,n
50,f
50,l
50,j
50,p
50,s
50,b
51,n
51,f
51,l
51,j
51,b
51,p
51,n
52,n
52,f
52,l
52,j
52,e
52,p
52,b
52,s
53,n
53,j
53,l
53,f
53,h
53,n
54,n
54,f
54,j
54,l
54,p
54,b
54,s
54,b
55,n
55,l
55,f
55,j
55,e
55,p
55,n
56,n
56,l
56,j
56,f
56,h
56,i
56,c
56,s
57,n
57,l
57,f
57,j
57,e
57,p
57,b
57,s
58,n
58,f
58,l
58,j
58,c
58,s
58,b
59,n
59,j
59,l
59,f
59,p
59,b
59,n
60,n
60,f
60,l
60,j
60,e
60,p
60,n
61,n
61,j
61,l
61,f
61,e
61,r
61,b
62,n
62,f
62,l
62,j
62,b
62,s
62,b
63,n
63,j
63,l
63,f
63,b
63,p
63,n
64,n
64,l
64,f
64,j
64,c
64,b
65,n
65,j
65,l
65,f
65,b
65,n
66,n
66,l
66,f
66,j
66,h
66,i
66,c
66,n
67,n
67,j
67,f
67,l
67,e
67,r
67,s
68,n
68,f
68,l
68,j
68,p
68,b
68,b
68,s
69,n
69,j
69,f
69,l
69,h
69,s
70,n
70,f
70,l
70,j
70,h
70,i
70,h
70,b
70,s
71,n
71,j
71,l
71,f
71,h
71,c
71,n
72,n
72,f
72,l
72,j
72,h
72,n
73,n
73,f
73,j
73,l
73,h
73,c
73,b
74,n
74,f
74,l
74,j
74,c
74,h
74,n
75,n
75,l
75,f
75,j
75,b
75,b
75,s
76,n
76,l
76,f
76,j
76,h
76,i
76,c
76,n
77,n
77,l
77,j
77,f
77,p
77,b
78,n
78,f
78,j
78,l
78,c
78,s
78,b
79,n
79,f
79,l
79,j
79,h
79,h
79,n
80,n
80,l
80,f
80,j
80,e
80,r
80,n
81,n
81,j
81,f
81,l
81,c
81,s
81,b
82,n
82,l
82,j
82,f
82,c
82,b
82,s
83,n
83,j
83,l
83,f
83,p
83,s
84,n
84,l
84,j
84,f
84,h
84,c
84,n
85,n
85,l
85,f
85,j
85,b
85,n
86,n
86,l
86,f
86,j
86,e
86,r
86,s
86,b
87,n
87,j
87,l
87,f
87,c
87,n
88,n
88,f
88,j
88,l
88,e
88,r
88,n
89,n
89,j
89,l
89,f
89,b
89,p
89,n
90,n
90,j
90,l
90,f
90,h
90,h
90,n
91,n
91,f
91,l
91,j
91,e
91,r
91,n
92,n
92,f
92,j
92,l
92,h
92,i
92,h
92,n
93,n
93,f
93,l
93,j
93,b
93,b
93,s
94,n
94,f
94,l
94,j
94,e
94,p
94,s
95,n
95,l
95,f
95,j
95,e
95,p
95,b
95,s
96,n
96,j
96,l
96,f
96,h
96,i
96,c
96,s
97,n
97,f
97,j
97,l
97,h
97,h
97,n
98,n
98,f
98,l
98,j
98,b
98,p
98,s
99,n
99,l
99,f
99,j
99,p
99,n
100,n
100,j
100,f
100,l
100,h
100,n
101,n
101,l
101,j
101,f
101,c
101,n
102,n
102,l
102,j
102,f
102,h
102,i
102,c
102,s
103,n
103,l
103,j
103,f
103,h
103,h
103,b
104,n
104,j
104,f
104,l
104,e
104,p
104,n
105,n
105,j
105,f
105,l
105,e
105,r
105,n
106,n
106,l
106,f
106,j
106,e
106,r
106,n
107,n
107,j
107,l
107,f
107,e
107,r
107,n
108,n
108,l
108,f
108,j
108,h
108,h
108,s
109,n
109,l
109,f
109,j
109,c
109,h
109,n
110,n
110,l
110,f
110,j
110,e
110,p
110,b
111,n
111,j
111,l
111,f
111,h
111,i
111,c
111,n
112,n
112,l
112,j
112,f
112,h
112,b
113,n
113,j
113,f
113,l
113,c
113,h
113,n
114,n
114,j
114,f
114,l
114,h
114,c
114,n
115,n
115,f
115,j
115,l
115,h
115,n
116,n
116,j
116,f
116,l
116,h
116,i
116,h
116,n
117,n
117,l
117,j
117,f
117,p
117,b
117,n
118,n
118,j
118,f
118,l
118,b
118,p
118,b
119,n
119,f
119,j
119,l
119,e
119,p
119,n
120,n
120,f
120,j
120,l
120,e
120,p
120,s
120,b
121,n
121,j
121,f
121,l
121,p
121,n
122,n
122,j
122,f
122,l
122,c
122,h
122,n
123,n
123,l
123,j
123,f
123,e
123,r
123,b
123,s
124,n
124,f
124,l
124,j
124,p
124,n
125,n
125,f
125,j
125,l
125,c
125,b
125,s
126,n
126,f
126,l
126,j
126,e
126,r
126,n
127,n
127,j
127,f
127,l
127,e
127,r
127,s
127,b
128,n
128,l
128,j
128,f
128,p
128,b
128,s
129,n
129,f
129,j
129,l
129,b
129,b
130,n
130,l
130,f
130,j
130,e
130,r
130,s
130,b
131,n
131,j
131,l
131,f
131,h
131,c
131,n
132,n
132,j
132,l
132,f
132,h
132,i
132,c
132,n
133,n
133,j
133,l
133,f
133,e
133,p
133,n
134,n
134,j
134,l
134,f
134,h
134,h
134,b
134,s
135,n
135,l
135,j
135,f
135,b
135,b
135,s
136,n
136,j
136,f
136,l
136,h
136,h
136,s
137,n
137,l
137,f
137,j
137,h
137,i
137,h
137,n
138,n
138,l
138,j
138,f
138,h
138,s
138,b
139,n
139,f
139,j
139,l
139,h
139,h
139,s
140,n
140,j
140,l
140,f
140,c
140,n
141,n
141,f
141,l
141,j
141,b
141,n
142,n
142,l
142,j
142,f
142,e
142,p
142,n
143,n
143,j
143,l
143,f
143,e
