case_id,act_name
1,a
1,s
1,t
1,n
1,a
1,s
1,n
1,t
1,a
1,s
1,o
1,r
1,m
1,k
1,d
1,b
1,g
1,c
1,f
1,h
1,j
1,p
1,h
1,j
1,p
1,h
1,j
1,p
1,h
1,j
1,p
1,h
1,j
1,p
1,h
1,j
1,p
1,h
1,j
1,p
1,h
1,j
1,p
1,h
1,j
1,p
1,h
1,j
1,p
1,i
2,a
2,s
2,t
2,n
2,a
2,s
2,o
2,r
2,m
2,k
2,d
2,b
2,c
2,g
2,f
3,a
3,s
3,o
3,l
3,m
3,d
3,k
3,b
3,g
3,c
3,f
3,h
3,j
4,a
4,s
4,n
4,t
4,a
4,s
4,o
4,r
4,m
4,k
4,d
5,a
5,s
5,n
5,t
5,a
5,s
5,n
5,t
5,a
5,s
6,a
6,s
6,o
6,l
6,m
6,d
6,k
7,a
7,s
7,o
7,l
7,m
7,k
7,d
8,a
8,s
8,t
8,n
8,a
8,s
8,n
8,t
8,a
8,s
9,a
9,s
9,o
9,r
9,m
9,d
9,k
9,b
9,g
9,c
9,f
9,h
9,j
9,p
9,i
10,a
10,s
10,n
10,t
10,a
10,s
10,n
10,t
10,a
10,s
10,t
10,n
10,a
10,s
10,o
10,l
10,m
10,k
10,d
11,a
11,s
11,t
11,n
11,a
11,s
11,t
11,n
11,a
11,s
11,o
11,l
11,m
12,a
12,s
12,o
12,l
12,m
13,a
13,s
13,o
13,r
13,m
13,k
13,d
13,b
13,g
13,q
13,f
13,e
14,a
14,s
14,t
14,n
14,a
14,s
14,n
14,t
14,a
14,s
14,o
14,r
14,m
14,d
14,k
14,b
14,q
14,g
14,f
14,e
15,a
15,s
15,o
15,r
15,m
15,k
15,d
16,a
16,s
16,n
16,t
16,a
16,s
16,o
16,l
16,m
16,k
16,d
16,b
16,g
16,q
17,a
17,s
17,t
17,n
17,a
17,s
17,o
17,r
17,m
17,d
17,k
17,b
17,c
17,g
17,f
17,h
17,j
17,p
17,h
17,j
17,p
17,h
17,j
17,p
17,i
18,a
18,s
18,o
18,r
18,m
18,d
18,k
18,b
18,g
18,c
18,f
18,h
18,j
18,p
18,i
19,a
19,s
19,o
19,l
19,m
19,d
20,a
20,s
20,o
20,l
20,m
20,k
20,d
20,b
20,g
20,c
20,f
21,a
21,s
21,n
21,t
21,a
21,s
21,o
21,l
21,m
21,k
21,d
22,a
22,s
22,o
22,l
22,m
22,k
22,d
22,b
22,c
22,g
22,f
22,e
23,a
23,s
23,o
23,l
23,m
23,k
23,d
24,a
24,s
24,n
24,t
24,a
24,s
24,n
24,t
24,a
24,s
24,o
24,l
24,m
24,k
24,d
25,a
25,s
25,n
25,t
25,a
25,s
25,t
25,n
25,a
25,s
25,o
25,l
25,m
25,d
25,k
26,a
26,s
26,n
26,t
26,a
26,s
26,o
26,r
26,m
26,k
26,d
27,a
27,s
27,o
27,r
27,m
27,k
28,a
28,s
28,n
28,t
28,a
28,s
28,n
28,t
28,a
28,s
28,o
28,r
28,m
28,k
28,d
28,b
28,c
28,g
28,f
28,e
29,a
29,s
29,o
29,r
29,m
29,d
29,k
29,b
29,g
29,q
29,f
29,h
29,j
29,p
29,h
29,j
29,p
30,a
30,s
30,n
30,t
30,a
30,s
30,o
30,r
31,a
31,s
31,n
31,t
31,a
31,s
31,n
31,t
31,a
31,s
31,t
31,n
31,a
31,s
31,o
32,a
32,s
32,t
32,n
32,a
32,s
32,n
32,t
32,a
32,s
32,o
32,r
32,m
32,k
32,d
33,a
33,s
33,n
33,t
33,a
33,s
33,t
33,n
33,a
33,s
33,o
33,r
33,m
33,d
33,k
34,a
34,s
34,o
34,l
34,m
34,k
34,d
35,a
35,s
35,t
35,n
35,a
35,s
35,o
35,l
36,a
36,s
36,t
36,n
36,a
36,s
36,o
36,r
36,m
36,k
36,d
37,a
37,s
37,t
37,n
37,a
37,s
37,t
37,n
37,a
37,s
37,o
37,l
37,m
37,k
37,d
38,a
38,s
38,o
38,l
38,m
38,d
38,k
39,a
39,s
39,n
39,t
39,a
39,s
39,n
39,t
39,a
39,s
39,t
39,n
39,a
39,s
39,o
39,r
39,m
39,k
39,d
39,b
39,q
39,g
39,f
39,e
40,a
40,s
40,n
40,t
40,a
40,s
40,t
40,n
40,a
40,s
40,n
40,t
40,a
40,s
40,n
40,t
40,a
40,s
40,o
40,r
40,m
40,k
40,d
41,a
41,s
41,t
41,n
41,a
41,s
41,o
41,l
41,m
41,d
41,k
42,a
42,s
42,o
42,l
42,m
42,d
42,k
43,a
43,s
43,n
43,t
43,a
43,s
43,t
43,n
43,a
43,s
43,o
43,l
43,m
43,d
43,k
43,b
43,q
43,g
43,f
43,h
43,j
43,p
43,i
44,a
44,s
44,t
44,n
44,a
44,s
44,t
44,n
44,a
44,s
44,o
44,l
44,m
44,k
44,d
45,a
45,s
45,o
45,r
45,m
45,k
45,d
45,b
45,g
45,q
45,f
45,e
46,a
46,s
46,n
46,t
46,a
46,s
46,o
46,r
46,m
46,d
46,k
46,b
46,g
46,q
46,f
46,h
46,j
46,p
46,h
46,j
46,p
46,i
47,a
47,s
47,o
47,r
47,m
47,k
48,a
48,s
48,o
48,r
48,m
48,k
48,d
49,a
49,s
49,o
49,l
49,m
49,k
49,d
49,b
49,g
49,c
49,f
49,h
49,j
49,p
49,i
50,a
50,s
50,t
50,n
50,a
50,s
50,t
50,n
50,a
50,s
50,o
50,l
50,m
50,k
50,d
50,b
50,g
50,q
50,f
50,h
50,j
50,p
50,i
51,a
51,s
51,t
51,n
51,a
51,s
51,o
51,r
51,m
51,d
51,k
52,a
52,s
52,t
52,n
52,a
52,s
52,o
52,l
52,m
52,k
52,d
53,a
53,s
53,o
53,r
53,m
53,k
53,d
53,b
53,q
53,g
53,f
53,e
54,a
54,s
54,o
54,r
54,m
54,d
54,k
55,a
55,s
55,o
55,l
55,m
55,k
56,a
56,s
56,o
56,l
56,m
56,d
56,k
56,b
56,g
56,q
56,f
56,h
56,j
56,p
56,h
56,j
56,p
56,h
56,j
56,p
56,i
57,a
57,s
57,o
57,r
57,m
57,k
57,d
58,a
58,s
58,o
58,l
58,m
58,d
58,k
58,b
58,c
58,g
58,f
58,e
59,a
59,s
59,t
59,n
59,a
59,s
59,t
59,n
59,a
59,s
60,a
60,s
60,o
60,r
60,m
60,k
60,d
60,b
60,q
60,g
60,f
60,e
61,a
61,s
61,n
61,t
61,a
61,s
61,o
61,r
61,m
62,a
62,s
62,o
62,r
62,m
62,d
62,k
62,b
62,q
62,g
63,a
63,s
63,n
63,t
63,a
63,s
63,t
63,n
63,a
63,s
63,o
63,l
63,m
63,d
63,k
64,a
64,s
64,o
64,r
64,m
64,k
64,d
64,b
64,g
64,q
64,f
64,h
64,j
64,p
64,h
64,j
64,p
64,h
64,j
64,p
64,i
65,a
65,s
65,n
65,t
65,a
65,s
65,o
65,r
65,m
65,k
65,d
65,b
65,g
65,c
65,f
65,h
65,j
65,p
65,i
66,a
66,s
66,n
66,t
66,a
66,s
66,n
66,t
66,a
66,s
66,o
66,r
66,m
66,k
66,d
66,b
66,g
66,c
66,f
66,h
66,j
66,p
66,i
67,a
67,s
67,n
67,t
67,a
67,s
67,o
67,l
67,m
67,k
67,d
67,b
67,q
67,g
67,f
67,h
67,j
67,p
67,i
68,a
