case_id,act_name
1,j
1,a
1,n
1,d
1,b
1,q
1,l
1,c
2,g
2,j
2,a
2,d
2,b
2,q
2,l
2,e
3,n
3,d
3,b
3,q
3,l
3,e
4,j
4,n
4,a
4,d
4,k
4,l
4,m
4,c
5,g
5,d
5,b
5,q
5,o
5,h
5,p
5,c
5,m
5,f
6,j
6,a
6,i
6,d
6,b
6,q
6,h
6,p
6,o
6,m
6,c
6,f
7,a
7,g
7,j
7,d
7,k
7,l
7,f
8,n
8,j
8,a
8,d
8,b
8,q
8,h
8,o
8,p
8,m
8,c
9,i
9,a
9,j
9,d
9,k
9,l
9,c
9,m
10,g
10,d
10,k
10,l
10,f
10,m
10,c
11,i
11,j
11,a
11,d
11,k
11,o
11,h
11,p
11,c
12,i
12,d
12,k
12,h
12,o
12,p
12,f
12,m
13,i
13,j
13,a
13,d
13,k
13,l
13,e
14,a
14,i
14,j
14,d
14,k
14,l
14,f
14,m
15,g
15,a
15,j
15,d
15,k
15,l
15,f
15,c
16,j
16,a
16,d
16,k
16,o
16,h
16,p
16,f
17,i
17,j
17,a
17,d
17,b
17,q
17,h
17,o
17,p
17,m
17,f
17,c
18,i
18,j
18,a
18,d
18,k
18,o
18,h
18,p
18,m
19,i
19,d
19,b
19,q
19,h
19,p
19,o
19,e
20,j
20,a
20,g
20,d
20,b
20,q
20,l
20,e
21,g
21,j
21,a
21,d
21,k
21,l
21,m
22,n
22,a
22,j
22,d
22,b
22,q
22,l
22,e
23,j
23,a
23,d
23,b
23,q
23,o
23,h
23,p
23,c
24,a
24,j
24,d
24,b
24,q
24,h
24,p
24,o
24,c
24,m
24,f
25,n
25,j
25,a
25,d
25,k
25,l
25,m
26,i
26,d
26,b
26,q
26,h
26,o
26,p
26,f
26,c
27,j
27,a
27,d
27,k
27,l
27,e
28,j
28,i
28,a
28,d
28,b
28,q
28,o
28,h
28,p
28,e
29,a
29,j
29,d
29,k
29,l
29,f
30,a
30,g
30,j
30,d
30,b
30,q
30,l
30,e
31,g
31,j
31,a
31,d
31,b
31,q
31,l
31,e
32,g
32,j
32,a
32,d
32,b
32,q
32,l
32,e
33,a
33,j
33,d
33,k
33,l
33,m
33,c
34,j
34,i
34,a
34,d
34,b
34,q
34,h
34,o
34,p
34,m
35,j
35,a
35,d
35,k
35,l
35,e
36,n
36,j
36,a
36,d
36,b
36,q
36,l
36,c
37,g
37,d
37,b
37,q
37,l
37,e
38,i
38,d
38,k
38,l
38,m
38,f
39,g
39,d
39,b
39,q
39,l
39,e
40,n
40,d
40,b
40,q
40,l
40,c
41,g
41,d
41,k
41,l
41,m
41,f
