case_id,act_name
1,a
1,i
1,g
1,a
1,i
1,m
1,a
1,h
1,p
1,b
1,v
1,d
1,r
1,j
1,l
2,a
2,h
2,n
2,v
2,d
2,r
2,b
2,c
2,u
2,q
2,j
2,k
2,l
2,f
3,a
3,g
3,i
3,a
3,i
3,m
3,a
3,h
3,p
3,v
3,d
3,b
3,r
3,c
3,j
3,u
3,l
3,e
3,f
4,a
4,i
4,g
4,a
4,h
4,n
4,b
4,v
4,d
4,r
4,c
4,e
4,w
4,t
4,j
4,l
4,c
4,w
4,t
4,c
4,w
4,t
4,c
4,w
4,t
4,c
4,t
4,w
4,c
4,t
4,w
4,c
4,w
4,t
4,c
4,u
4,f
5,a
5,i
5,m
5,a
5,h
5,n
5,d
5,v
5,r
5,b
5,j
5,l
5,c
5,w
5,t
5,e
5,c
5,t
5,w
5,c
5,u
5,f
6,a
6,g
6,i
6,a
6,h
6,p
6,v
6,b
6,d
6,r
6,c
6,w
6,l
6,t
6,o
6,j
6,k
6,s
6,c
6,t
6,w
6,c
6,u
6,f
7,a
7,i
7,g
7,a
7,h
7,p
7,d
7,b
7,r
7,v
7,l
7,e
7,c
7,j
7,u
7,f
8,a
8,i
8,g
8,a
8,h
8,n
8,v
8,d
8,b
8,r
8,l
8,e
8,j
8,c
8,u
8,f
9,a
9,h
9,n
9,b
9,v
9,d
9,r
9,l
9,k
9,j
9,c
9,w
9,q
9,t
9,c
9,w
9,t
9,c
9,w
9,t
9,c
9,t
9,w
9,c
9,u
9,f
10,a
10,h
10,n
10,b
10,d
10,r
10,v
10,l
10,k
10,j
10,c
10,t
10,o
10,w
10,c
10,w
10,s
10,t
10,c
10,w
10,t
10,c
10,t
10,w
10,c
10,u
10,f
11,a
11,i
11,g
11,a
11,h
11,p
11,b
11,d
11,v
11,r
11,l
11,j
11,c
11,e
11,t
11,w
11,c
11,u
11,f
12,a
12,h
12,n
12,v
12,d
12,r
12,b
12,j
12,k
12,c
12,u
12,o
13,a
13,i
13,g
13,a
13,g
13,i
13,a
13,h
13,p
13,v
13,d
13,b
13,r
13,e
13,j
13,c
13,l
13,t
13,w
13,c
13,w
13,t
13,c
13,u
13,f
14,a
14,g
14,i
14,a
14,h
14,p
14,d
14,b
14,v
14,r
14,k
14,o
14,s
14,j
14,l
14,c
14,u
14,f
15,a
15,h
15,n
15,v
15,b
15,d
15,r
15,c
15,q
15,j
15,k
15,l
15,u
15,f
16,a
16,m
16,i
16,a
16,h
16,n
16,d
16,v
16,b
16,r
16,c
16,w
16,t
16,l
16,j
16,e
17,a
17,i
17,g
17,a
17,h
17,p
17,v
17,d
17,b
17,r
17,e
17,c
17,l
17,j
17,u
17,f
18,a
18,i
18,g
18,a
18,i
18,g
18,a
18,h
18,n
18,b
18,v
18,d
18,r
18,k
18,c
18,l
18,j
18,q
18,u
18,f
19,a
19,h
19,n
19,b
19,d
19,r
19,v
19,c
19,j
19,l
19,o
19,k
19,s
19,t
19,w
19,c
19,u
19,f
20,a
20,i
20,m
20,a
20,i
20,g
20,a
20,h
20,n
20,d
20,v
20,r
20,b
20,j
20,l
20,e
20,c
20,w
20,t
20,c
20,t
20,w
20,c
20,t
20,w
20,c
20,u
20,f
21,a
21,i
21,g
21,a
21,h
21,p
21,b
21,v
21,d
21,r
21,k
21,c
21,o
21,j
21,w
21,s
21,t
21,l
21,c
21,w
21,t
21,c
21,u
21,f
22,a
22,g
22,i
22,a
22,g
22,i
22,a
22,h
22,p
22,d
22,b
22,v
22,r
22,l
22,c
22,t
22,e
22,w
23,a
23,h
23,n
23,d
23,v
23,b
23,r
23,c
23,t
23,l
23,k
23,o
23,j
23,w
23,c
23,w
24,a
24,i
24,m
24,a
24,m
24,i
24,a
24,h
24,n
24,d
24,r
24,v
24,b
24,c
24,u
24,e
24,l
24,j
24,f
25,a
25,i
25,g
25,a
25,h
25,n
25,v
25,b
25,d
25,r
25,j
25,l
25,c
26,a
26,h
26,p
26,v
26,d
26,b
26,r
26,o
26,j
26,l
26,k
26,c
26,s
26,u
26,f
27,a
27,i
27,m
27,a
27,h
27,n
27,d
27,b
27,r
27,v
27,l
27,e
27,j
27,c
27,w
27,t
28,a
28,i
28,m
28,a
28,h
28,n
28,v
28,b
28,d
28,r
28,e
28,j
28,c
28,l
28,t
28,w
28,c
28,t
28,w
28,c
28,t
28,w
28,c
28,w
28,t
28,c
28,w
28,t
28,c
28,w
28,t
28,c
28,w
28,t
28,c
28,t
28,w
28,c
28,w
28,t
28,c
28,u
28,f
29,a
29,i
29,g
29,a
29,h
29,p
29,b
29,v
29,d
29,r
29,j
29,e
29,c
29,l
29,u
29,f
30,a
30,i
30,g
30,a
30,h
30,p
30,v
30,b
30,d
30,r
30,l
30,e
30,j
30,c
30,w
30,t
30,c
30,u
30,f
31,a
31,h
31,p
31,d
31,b
31,v
31,r
31,j
31,k
31,o
31,c
31,l
31,s
32,a
32,g
32,i
32,a
32,h
32,p
32,b
32,d
32,r
32,v
32,j
32,k
32,o
32,c
33,a
33,g
33,i
33,a
33,h
33,n
33,v
33,b
33,d
33,r
33,e
33,c
34,a
34,m
34,i
34,a
34,i
34,m
34,a
34,h
34,n
34,v
34,b
34,d
34,r
34,c
34,j
34,t
34,k
34,w
34,q
34,c
34,t
34,l
34,w
34,c
34,t
34,w
34,c
34,t
34,w
34,c
34,t
34,w
34,c
34,w
34,t
34,c
34,u
34,f
35,a
35,i
35,m
35,a
35,h
35,n
35,v
35,d
35,b
35,r
35,l
35,j
35,c
35,e
35,u
35,f
36,a
36,i
36,m
36,a
36,h
36,n
36,b
36,v
36,d
36,r
36,c
36,e
36,j
36,l
36,u
36,f
37,a
37,g
37,i
37,a
37,i
37,g
37,a
37,h
37,p
37,v
37,b
37,d
37,r
37,j
37,e
37,l
37,c
37,w
37,t
37,c
37,u
37,f
38,a
38,m
38,i
38,a
38,g
38,i
38,a
38,h
38,n
38,v
38,d
38,b
38,r
38,e
38,l
38,c
38,j
38,w
38,t
38,c
38,u
38,f
39,a
39,i
39,m
39,a
39,h
39,n
39,v
39,d
39,b
39,r
39,e
39,c
39,j
39,t
39,w
39,l
39,c
39,t
39,w
39,c
39,u
39,f
40,a
40,i
40,m
40,a
40,i
40,g
40,a
40,h
40,n
40,d
40,b
40,v
40,r
40,j
40,e
40,c
40,w
40,l
40,t
40,c
40,w
40,t
40,c
40,w
40,t
40,c
40,u
40,f
41,a
41,g
41,i
41,a
41,i
41,m
41,a
41,h
41,p
41,v
41,b
41,d
41,r
41,j
41,c
41,w
41,t
41,q
41,k
41,l
41,c
41,t
41,w
41,c
41,u
41,f
42,a
42,i
42,m
42,a
42,h
42,p
42,v
42,b
42,d
42,r
42,o
42,k
42,j
42,l
42,s
42,c
42,t
42,w
43,a
43,i
43,m
43,a
43,h
43,p
43,v
43,d
43,b
43,r
43,c
43,l
43,t
43,j
43,k
43,o
43,w
43,c
43,s
43,w
43,t
43,c
43,u
43,f
44,a
44,m
44,i
44,a
44,h
44,n
44,b
44,d
44,v
44,r
44,c
45,a
45,i
45,g
45,a
45,h
45,n
45,d
45,b
45,r
45,v
45,e
45,c
45,l
45,j
45,u
45,f
46,a
46,g
46,i
46,a
46,h
46,p
46,b
46,v
46,d
46,r
46,l
46,o
46,k
46,j
46,c
46,s
46,u
46,f
47,a
47,g
47,i
47,a
47,h
47,p
47,b
47,v
47,d
47,r
47,j
47,e
47,c
47,l
47,t
47,w
47,c
48,a
48,h
48,n
