case_id,act_name
1,a
1,q
1,e
1,p
1,i
1,o
1,j
1,b
1,q
1,i
1,q
1,o
2,a
2,q
2,e
2,p
2,i
2,o
2,j
2,i
2,q
2,b
2,q
2,o
2,g
2,d
3,a
3,e
3,q
3,p
3,i
3,o
3,j
3,q
3,g
3,o
4,a
4,e
4,i
4,q
4,p
4,o
4,j
4,i
4,b
4,q
4,o
4,q
4,g
4,d
5,a
5,q
5,e
5,i
5,p
5,o
5,j
5,q
5,b
5,i
5,q
5,g
5,o
5,d
6,a
6,q
6,e
6,i
6,p
6,o
6,j
6,b
6,q
6,i
6,q
6,g
6,o
6,d
7,u
7,q
7,e
7,p
7,i
7,o
7,j
7,q
7,q
7,b
7,g
7,i
7,o
7,d
8,a
8,e
8,q
8,i
8,p
8,o
8,j
8,q
8,q
8,g
8,i
8,b
8,o
8,d
9,a
9,q
9,e
9,p
9,i
9,o
9,j
9,i
9,q
9,q
9,b
9,o
9,g
9,d
10,a
10,e
10,q
10,i
10,p
10,o
10,j
10,i
10,q
10,o
10,r
10,b
10,o
10,g
10,d
11,a
11,q
11,e
11,i
11,p
11,o
11,j
11,i
11,q
11,b
11,o
11,q
11,g
11,d
12,a
12,q
12,e
12,p
12,i
12,o
12,j
12,b
12,q
12,i
12,q
13,a
13,q
13,e
13,i
13,p
13,o
13,j
13,f
13,b
13,d
14,a
14,e
14,i
14,q
14,p
14,o
14,j
14,b
14,o
14,i
14,q
14,g
14,o
15,a
15,e
15,q
15,p
15,i
15,o
15,j
15,q
15,b
15,o
15,g
15,q
15,i
15,d
16,a
16,q
16,e
16,i
16,p
16,o
16,j
16,i
16,q
16,q
16,b
16,g
16,o
16,d
17,a
17,q
17,e
17,p
17,i
17,o
17,j
17,q
17,q
17,i
17,b
17,o
17,g
17,d
18,a
18,q
18,e
18,p
18,i
18,o
18,j
18,b
18,q
18,q
18,o
19,a
19,q
19,e
19,i
19,p
19,o
19,j
19,i
19,b
19,q
19,q
19,o
19,g
19,d
20,a
20,e
20,q
20,i
20,p
20,o
20,j
20,b
20,i
20,q
20,o
20,q
20,g
20,d
21,u
21,q
21,e
21,p
21,i
21,o
21,j
21,q
21,b
21,o
21,q
21,i
21,g
21,d
22,a
22,e
22,q
22,i
22,p
22,o
22,j
22,b
22,q
22,i
23,a
23,q
23,e
23,p
23,i
23,o
23,j
23,b
23,q
23,q
23,i
24,a
24,e
24,i
24,q
24,p
24,o
24,j
24,q
24,q
24,i
24,o
24,g
24,b
24,d
25,a
25,e
25,p
25,i
25,q
25,o
25,j
26,a
26,q
26,e
26,i
26,p
26,o
26,j
26,i
26,b
26,q
26,q
26,g
26,o
26,d
27,a
27,q
27,e
27,p
27,i
27,o
27,j
28,u
28,e
28,p
28,q
28,i
28,o
28,j
28,b
28,q
28,i
28,q
28,o
28,g
28,d
29,a
29,e
29,i
29,p
29,q
29,o
29,j
29,q
29,b
29,i
29,q
29,o
29,g
29,d
30,a
30,e
30,i
30,q
30,p
30,o
30,j
30,q
30,o
30,q
30,g
30,i
30,b
30,d
31,a
31,e
31,q
31,p
31,i
31,o
31,j
31,q
31,q
31,i
31,o
31,b
31,g
31,d
32,a
32,e
32,q
32,i
32,p
32,o
32,j
32,f
32,b
32,d
33,a
33,q
33,e
33,p
33,i
33,o
33,j
33,i
33,b
33,q
33,q
33,g
34,a
34,q
34,e
34,i
34,p
34,o
34,j
34,i
34,q
34,b
34,q
34,g
34,o
34,d
35,a
35,e
35,q
35,p
35,i
35,o
35,j
35,q
35,o
35,g
36,a
36,e
36,p
36,q
36,i
36,o
36,j
36,b
36,q
36,i
36,q
36,o
36,g
36,d
37,a
37,e
37,q
37,i
37,p
37,o
37,j
37,i
37,q
37,b
37,q
38,a
38,q
38,e
38,p
38,i
38,o
38,j
38,i
38,q
38,b
38,q
38,o
38,g
38,d
39,a
39,e
39,q
39,p
39,i
39,o
39,j
39,q
39,b
39,i
39,q
39,o
39,g
39,d
40,a
40,q
40,e
40,i
40,p
40,o
40,j
40,q
40,i
40,o
40,g
40,b
40,q
40,d
41,u
41,q
41,e
41,i
41,p
41,o
41,j
41,b
41,q
41,g
41,o
41,q
41,i
41,d
42,a
42,e
42,q
42,i
42,p
42,o
42,j
42,q
42,b
42,q
42,i
42,o
42,g
42,d
43,a
43,e
43,q
43,p
43,i
43,o
43,j
43,b
43,o
43,q
43,r
43,i
43,g
43,o
43,d
44,a
44,e
44,q
44,p
44,i
44,o
44,j
44,i
44,b
44,q
44,q
44,o
44,g
44,d
45,a
45,e
45,p
45,i
45,q
45,o
45,j
45,i
45,q
45,q
45,b
45,g
45,o
45,d
46,a
46,e
46,p
46,q
46,i
46,o
46,j
46,q
46,q
46,b
46,o
46,i
46,g
46,d
47,a
47,q
47,e
47,p
47,i
47,o
47,j
47,q
47,b
47,q
47,i
47,g
47,o
47,d
48,a
48,q
48,e
48,i
48,p
48,o
48,j
48,o
48,r
48,b
48,q
48,i
48,g
48,o
48,d
49,a
49,q
49,e
49,p
49,i
49,o
49,j
49,b
49,q
49,q
49,i
50,u
50,q
50,e
50,p
50,i
50,o
50,j
50,b
50,d
51,a
51,q
51,e
51,p
51,i
51,o
51,j
51,b
51,i
51,q
51,q
51,g
51,o
51,d
52,a
52,e
52,i
52,q
52,p
52,o
52,j
52,q
52,g
52,q
52,b
52,o
52,i
52,d
53,a
53,q
53,e
53,p
53,i
53,o
53,j
53,q
53,q
53,i
53,g
54,a
54,q
54,e
54,p
54,i
54,o
54,j
54,q
54,b
54,i
54,q
54,o
54,g
54,d
55,a
55,q
55,e
55,p
55,i
55,o
55,j
55,q
55,i
55,q
55,b
55,g
55,o
55,d
56,u
56,q
56,e
56,p
56,i
56,o
56,j
56,q
56,q
56,b
56,i
56,g
56,o
56,d
57,a
57,e
57,q
57,p
57,i
57,o
57,j
57,b
57,q
57,q
57,i
57,o
57,g
57,d
58,a
58,e
58,q
58,i
58,p
58,o
58,j
58,q
58,o
58,q
58,b
58,i
58,g
58,d
59,a
59,q
59,e
59,i
59,p
59,o
59,j
59,b
59,q
59,q
