case_id,act_name
1,a
1,m
1,v
1,e
1,a
1,m
1,v
1,e
1,a
1,m
1,e
1,v
1,a
1,m
1,f
1,b
1,m
1,t
1,w
1,r
1,u
1,l
1,n
1,h
1,t
1,s
1,i
2,p
2,m
2,v
2,e
2,a
2,m
2,f
2,b
2,r
2,m
2,t
2,w
2,u
2,n
2,h
2,l
2,t
2,s
2,i
3,d
3,r
3,b
3,t
3,m
3,r
3,w
3,u
3,n
3,h
3,l
3,t
3,s
3,i
4,a
4,m
4,o
4,b
4,t
4,m
4,w
4,r
4,u
4,h
4,l
4,n
4,t
4,s
4,i
5,a
5,m
5,f
5,b
5,r
5,m
5,t
5,u
5,w
5,n
5,h
5,l
5,t
5,s
5,i
6,a
6,m
6,e
6,g
6,p
6,m
6,e
6,v
6,p
6,m
6,f
6,b
6,m
6,t
6,r
6,w
6,u
6,n
6,h
6,l
6,t
6,s
6,i
7,p
7,m
7,f
7,b
7,m
7,r
7,t
7,w
7,u
7,l
7,n
7,h
7,t
7,s
7,i
8,a
8,m
8,v
8,e
8,a
8,m
8,e
8,v
8,a
8,m
8,e
8,v
8,p
8,m
8,f
8,b
8,r
8,u
8,m
8,t
8,w
8,l
8,n
8,h
8,t
8,s
8,i
9,a
9,m
9,v
9,e
9,a
9,m
9,f
9,b
9,t
9,m
9,r
9,w
9,u
9,h
9,n
9,l
9,t
9,s
9,i
10,a
10,m
10,v
10,e
10,a
10,m
10,e
10,v
10,a
10,m
10,f
10,b
10,r
10,t
10,m
10,u
10,w
10,n
10,l
10,h
10,t
10,s
10,i
11,p
11,m
11,f
11,b
11,m
11,r
11,t
11,w
11,u
11,h
11,n
11,l
11,t
11,s
11,i
12,a
12,m
12,v
12,e
12,a
12,m
12,f
12,b
12,m
12,r
12,t
12,w
12,u
12,h
12,n
12,l
12,t
12,s
12,i
13,a
13,m
13,v
13,e
13,a
13,m
13,v
13,e
13,a
13,m
13,f
13,b
13,t
13,m
13,r
13,u
13,w
13,l
13,h
13,n
13,t
13,s
13,i
14,a
14,m
14,v
14,e
14,a
14,m
14,f
14,b
14,r
14,m
14,t
14,u
14,w
14,h
14,n
14,l
14,t
14,s
14,i
15,a
15,m
15,f
15,b
15,t
15,w
15,m
15,r
15,u
15,h
15,n
15,l
15,t
15,s
15,i
16,a
16,m
16,f
16,b
16,t
16,m
16,w
16,r
16,u
16,n
16,l
16,h
16,t
16,s
16,i
17,a
17,m
17,f
17,b
17,m
17,r
17,t
17,w
17,u
17,h
17,n
17,l
17,t
17,s
17,i
18,d
18,r
18,b
18,t
18,r
18,m
18,w
18,u
18,l
18,n
18,h
18,t
18,s
18,i
19,d
19,r
19,b
19,t
19,r
19,w
19,m
19,u
19,l
19,h
19,n
19,t
19,s
19,i
20,a
20,m
20,o
20,b
20,t
20,m
20,r
20,w
20,u
20,h
20,n
20,l
20,t
20,s
20,i
21,a
21,m
21,f
21,b
21,r
21,u
21,t
21,m
21,w
21,h
21,n
21,l
21,t
21,s
21,i
22,a
22,m
22,f
22,b
22,r
22,u
22,m
22,t
22,w
22,n
22,l
22,h
22,t
22,s
22,i
23,a
23,m
23,e
23,v
23,a
23,m
23,f
23,b
23,t
23,w
23,m
23,r
23,u
23,h
23,l
23,n
23,t
23,s
23,i
24,a
24,m
24,v
24,e
24,a
24,m
24,o
24,b
24,t
24,m
24,r
24,w
24,u
24,h
24,n
24,l
24,t
24,s
24,i
25,a
25,m
25,f
25,b
25,t
25,w
25,m
25,r
25,u
25,h
25,l
25,n
25,t
25,s
25,i
26,a
26,m
26,f
26,b
26,t
26,w
26,r
26,m
26,u
26,h
26,l
26,n
26,t
26,s
26,i
27,a
27,m
27,v
27,e
27,a
27,m
27,v
27,e
27,a
27,m
27,f
27,b
27,m
27,t
27,w
27,r
27,u
27,h
27,l
27,n
27,t
27,s
27,i
28,a
28,m
28,f
28,b
28,r
28,t
28,u
28,m
28,w
28,n
28,l
28,h
28,t
28,s
28,i
29,a
29,m
29,f
29,b
29,m
29,r
29,t
29,u
29,w
29,h
29,n
29,l
29,t
29,s
29,i
30,a
30,m
30,f
30,b
30,r
30,u
30,t
30,m
30,w
30,l
30,n
30,h
30,t
30,s
30,i
31,d
31,r
31,b
31,r
31,t
31,u
31,w
31,m
31,l
31,n
31,h
31,t
31,s
31,i
32,d
32,r
32,b
32,r
32,m
32,t
32,u
32,w
32,l
32,h
32,n
32,t
32,s
32,i
33,a
33,m
33,o
33,b
33,r
33,m
33,t
33,w
33,u
33,l
33,h
33,n
33,t
33,s
33,i
34,a
34,m
34,f
34,b
34,t
34,r
34,u
34,m
34,w
34,h
34,n
34,l
34,t
34,s
34,i
35,a
35,m
35,e
35,v
35,a
35,m
35,e
35,v
35,a
35,m
35,v
35,e
35,a
35,m
35,f
35,b
35,r
35,t
35,m
35,w
35,u
35,l
35,h
35,n
35,t
35,s
35,i
36,a
36,m
36,e
36,v
36,k
36,f
36,b
36,r
36,m
36,t
36,u
36,w
36,l
36,n
36,h
36,t
36,s
36,i
37,a
37,m
37,v
37,e
37,a
37,m
37,f
37,b
37,r
37,m
37,t
37,u
37,w
37,h
37,n
37,l
37,t
37,s
37,i
38,d
38,r
38,b
38,r
38,m
38,u
38,t
38,w
38,l
38,h
38,n
38,t
38,s
38,i
39,a
39,m
39,f
39,b
39,t
39,w
39,r
39,m
39,u
39,l
39,h
39,n
39,t
39,s
39,i
40,k
40,f
40,b
40,r
40,u
40,t
40,m
40,w
40,h
40,n
40,l
40,t
40,s
40,i
41,d
41,r
41,b
41,m
41,t
41,r
41,w
41,u
41,h
41,l
41,n
41,t
41,s
41,i
42,a
42,m
42,f
42,b
42,m
42,t
42,w
42,r
42,u
42,l
42,h
42,n
42,t
42,s
42,i
43,a
43,m
43,v
43,e
43,a
43,m
43,v
43,e
43,a
43,m
43,e
43,v
43,a
43,m
43,v
43,e
43,a
43,m
43,f
43,b
43,t
43,w
43,m
43,r
43,u
43,h
43,l
43,n
43,t
43,s
43,i
44,a
44,m
44,f
44,b
44,r
44,t
44,m
44,u
44,w
44,h
44,n
44,l
44,t
44,s
44,i
45,a
45,m
45,v
45,e
45,a
45,m
45,e
45,v
45,a
45,m
45,e
45,v
45,a
45,m
45,f
45,b
45,r
45,t
45,w
45,u
45,m
45,l
45,n
45,h
45,t
45,s
45,i
46,a
46,m
46,e
46,v
46,k
46,e
46,v
46,a
46,m
46,f
46,b
46,t
46,w
46,r
46,u
46,m
46,h
46,n
46,l
46,t
46,s
46,i
47,a
47,m
47,e
47,v
47,a
47,m
47,g
47,e
47,a
47,m
47,e
47,g
47,a
47,m
47,f
47,b
47,r
47,m
47,u
47,t
47,w
47,l
47,h
47,n
47,t
47,s
47,i
48,a
48,m
48,f
48,b
48,r
48,u
48,m
48,t
48,w
48,h
48,n
48,l
48,t
48,s
48,i
49,a
49,m
49,e
49,v
49,a
49,m
49,f
49,b
49,m
49,t
49,r
49,w
49,u
49,l
49,h
49,n
49,t
49,s
49,i
50,d
50,r
50,b
50,m
50,t
50,r
50,u
50,w
50,l
50,h
50,n
50,t
50,s
50,i
51,a
51,m
51,v
51,e
51,a
51,m
51,v
51,e
51,a
51,m
51,f
51,b
51,t
51,w
51,m
51,r
51,u
51,l
51,n
51,h
51,t
51,s
51,i
52,k
52,v
52,e
52,a
52,m
52,f
52,b
52,m
52,r
52,t
52,u
52,w
52,n
52,l
52,h
52,t
52,s
52,i
53,a
53,m
53,v
53,e
53,a
53,m
53,f
53,b
53,m
53,t
53,w
53,r
53,u
53,h
53,l
53,n
53,t
53,s
53,i
54,a
54,m
54,e
54,v
54,a
54,m
54,v
54,e
54,a
54,m
54,v
54,e
54,k
54,f
54,b
54,r
54,u
54,t
54,m
54,w
54,l
54,h
54,n
54,t
54,s
54,i
55,a
55,m
55,v
55,e
55,a
55,m
55,v
55,e
55,a
55,m
55,f
55,b
55,t
55,m
55,r
55,w
55,u
55,l
55,n
55,h
55,t
55,s
55,i
56,a
56,m
56,v
56,e
56,a
56,m
56,o
