case_id,act_name
1,a
1,t
1,ad
1,ad
1,i
1,v
1,y
1,e
1,x
1,k
1,aa
1,z
1,ab
1,h
1,b
1,k
1,ad
1,z
1,h
2,a
2,i
2,ad
2,t
2,v
2,ad
2,y
2,e
2,x
2,k
2,aa
2,z
2,ab
2,h
2,b
2,k
2,ad
2,z
2,o
2,h
2,l
2,f
2,s
3,a
3,i
3,t
3,ad
3,ad
3,v
3,y
3,e
3,x
3,k
3,aa
3,z
3,ab
3,h
3,b
3,k
3,ad
3,z
3,o
3,h
3,f
3,l
3,s
4,a
4,ad
4,i
4,t
4,v
4,ad
4,y
4,e
4,x
4,aa
4,k
4,z
4,ab
4,h
4,b
4,k
4,ad
4,z
4,h
4,t
4,l
4,f
4,s
5,a
5,t
5,v
5,i
5,ad
5,ad
5,y
5,e
5,x
5,k
5,aa
5,z
5,ab
5,h
5,b
5,k
5,ad
5,z
5,o
5,h
5,l
5,f
5,s
6,a
6,t
6,v
6,ad
6,i
6,ad
6,y
6,e
6,x
6,k
6,aa
6,z
6,ab
6,h
6,b
6,k
6,ad
6,z
6,o
6,h
6,f
6,l
6,s
7,a
7,t
7,v
7,i
7,ad
7,ad
7,y
7,e
7,x
7,k
7,aa
7,z
7,ab
7,h
7,b
7,k
7,ad
7,z
7,o
7,h
7,f
7,l
7,s
8,a
8,i
8,ad
8,t
8,ad
8,v
8,y
8,e
8,x
8,k
8,aa
8,z
8,ab
8,h
8,b
8,k
8,ad
8,z
8,h
8,o
8,l
8,f
8,s
9,a
9,t
9,ad
9,i
9,ad
9,v
9,y
9,e
9,x
9,k
9,aa
9,z
9,ab
9,h
9,b
9,k
9,ad
9,z
9,h
9,o
9,f
9,s
9,l
10,a
10,t
10,ad
10,i
10,ad
10,v
10,y
10,e
10,x
10,k
10,aa
10,z
10,ab
10,h
10,b
10,k
10,ad
10,z
10,o
10,h
10,f
10,l
10,s
11,a
11,ad
11,t
11,ad
11,v
11,i
11,y
11,e
11,x
11,k
11,aa
11,z
11,ab
11,h
11,b
11,k
11,ad
11,z
12,a
12,i
12,ad
12,t
12,ad
12,v
12,y
12,e
12,x
12,k
12,aa
12,z
12,ab
12,h
12,b
12,k
12,ad
12,z
12,o
12,h
12,f
12,l
12,s
13,a
13,t
13,ad
13,i
13,ad
13,v
13,y
13,e
13,x
13,k
13,aa
13,z
13,ab
